	labels	sentence	index
8455	[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]	We previously found that mice with total AR knockout ( ARKO ) and epithelial ARKO failed to develop normal prostate with loss of differentiation .	21739465_s1
8458	[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]	METHODS To further probe the stromal fibroblast AR roles in prostate development , we generated tissue-selective knockout mice with the AR gene deleted in stromal fibroblasts ( FSP-ARKO ) .	21739465_s4
8461	[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0]	Further mechanistic studies demonstrated that FSP-ARKO mice have defects in the expression of prostate stromal growth factors .	21739465_s7
8462	[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]	To further confirm these in vivo findings , we prepared primary cultured mouse prostate stromal cells and found knocking down the stromal AR could result in growth retardation of prostate stromal cells and co-cultured prostate epithelial cells , as well as decrease of some stromal growth factors .	21739465_s8
8463	[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]	CONCLUSIONS Our FSP-ARKO mice not only provide the first in vivo evidence in Cre-loxP knockout system for the requirement of stromal fibroblast AR to maintain the normal development of the prostate , but may also suggest the selective knockdown of stromal AR might become a potential therapeutic approach to battle prostate hyperplasia and cancer .	21739465_s9
8464	[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]	Gliomas are the most common tumors in the central nervous system , the average survival time of patients with glioblastoma multiforme being about 1 year from diagnosis , in spite of harsh therapy .	21637621_s0
8465	[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]	Aiming to study the transcriptional profiles displayed by glioma cells undergoing cisplatin treatment , gene expression analysis was performed by the cDNA microarray method .	21637621_s1
8466	[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]	Cell survival and apoptosis induction following treatment were also evaluated .	21637621_s2
8467	[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]	Drug concentrations of 12.5 to 300 μM caused a pronounced reduction in cell survival rates five days after treatment , whereas concentrations higher than 25 μM were effective in reducing the survival rates to However , the maximum apoptosis frequency was 20.4% for 25 μM cisplatin in cells analyzed at 72 h , indicating that apoptosis is not the only kind of cell death induced by cisplatin .	21637621_s3
8468	[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]	An analysis of gene expression revealed 67 significantly ( FDR < 0.05 ) modulated genes : 29 of which down- and 38 up-regulated .	21637621_s4
8469	[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]	These genes belong to several classes ( metabolism , protein localization , cell proliferation , apoptosis , adhesion , stress response , cell cycle and DNA repair ) that may represent several affected cell processes under the influence of cisplatin treatment .	21637621_s5
8470	[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]	The expression pattern of three genes ( RHOA , LIMK2 and TIMP2 ) was confirmed by the real time PCR method .	21637621_s6
8471	[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]	Curcumin , a well-known chemopreventive agent from turmeric , inhibits the expression of several oncogenes and cell proliferation genes in tumor cells .	22489823_s0
8472	[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]	This study aims to understand the precise molecular mechanism by which curcumin exerts its effects on retinoblastoma cells , by performing whole genome microarray analysis to determine the gene expression profiles altered by curcumin treatment .	22489823_s1
8474	[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]	We identified 903 downregulated genes and 1,319 upregulated genes when compared with the control cells after treatment with 20 μM curcumin concentration for 48 h .	22489823_s3
8475	[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]	These genes were grouped into respective functional categories according to their biological function .	22489823_s4
8476	[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 1.0, 1.0, 0.0]	We found that curcumin regulated the expression of genes that are involved in the regulation of apoptosis , tumor suppressor , cell-cycle arrest , transcription factor , and angiogenesis .	22489823_s5
8477	[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]	Quantitative real-time polymerase chain reaction ( qRT-PCR ) analysis was used to validate the results of genome array , and the results were consistent with the obtained data .	22489823_s6
8478	[1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0]	In conclusion , treatment of curcumin affects the expression of genes involved in various cellular functions and plays an important role in tumor metastasis and apoptosis .	22489823_s7
8479	[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]	Thus , curcumin might be an effective chemopreventive agent for retinoblastoma cancer .	22489823_s8
8480	[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]	To evaluate the effects of adenovirus ( Ad)-mediated transfer of p53 and p16 on human bladder cancer cells EJ , EJ were transfected with Ad-p53 and Ad-p16 .	12674770_s0
8481	[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]	Cell growth , morphological change , cell cycle , apoptosis were measured using MTT assay , flow cytometry , cloning formation , immunocytochemical assays .	12674770_s1
8482	[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]	Ad-p16 or Ad-p53 alone could inhibit the proliferating activity of EJ cells in vitro .	12674770_s2
8483	[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0]	Ad-p53 could induce apoptosis of partial EJ cells .	12674770_s3
8485	[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0]	The transfer of Ad-p16 and Ad-p53 could significantly inhibit the growth of EJ cells , decrease the cloning formation rate and induce apoptosis of large number of EJ cells .	12674770_s5
8486	[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]	The occurrence time of subcutaneous tumor was delayed and the tumor volume in 4 weeks was diminished by using Ad-p53 combined with Ad-p16 and the difference was significant compared with using Ad-p53 or Ad-p16 alone .	12674770_s6
8487	[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]	It was suggested that the transfer of wild-type p53 and p16 could significantly inhibit the growth of human bladder cancer in vitro and in vivo .	12674770_s7
8489	[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]	Absorbance increase in the 1060-1130nm region that is presumably attributed to P(A)(\u03b4+) cation radical molecule as a part of mixed state with a charge transfer character P*(P(A)(\u03b4+)P(B)(\u03b4-)) was found .	22209778_s1
8490	[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]	This state appears at 120-180fs time delay in the wild type RC and even faster in H(L173)L and H(M202)L heterodimer mutants and precedes electron transfer ( ET ) to B(A) bacteriochlorophyll with absorption band at 1020nm in WT .	22209778_s2
8491	[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]	The formation of the P(A)(\u03b4+)B(A)(\u03b4-) state is a result of the electron transfer from P*(P(A)(\u03b4+)P(B)(\u03b4-)) to the primary electron acceptor B(A) ( still mixed with P* ) with the apparent time delay of Next step of ET is accompanied by the 3-ps appearance of bacteriopheophytin a(-) ( H(A)(-) ) band at 960nm .	22209778_s3
8492	[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]	The study of the wave packet formation upon 20-fs illumination has shown that the vibration energy of the wave packet promotes reversible overcoming of an energy barrier between two potential energy surfaces P* and P*(P(A)(\u03b4+)B(A)(\u03b4-)) at For longer excitation pulses ( 40fs ) this promotion is absent and tunneling through an energy barrier takes about 3ps .	22209778_s4
8493	[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]	This article is part of a Special Issue entitled : Photosynthesis Research for Sustainability : from Natural to Artificial .	22209778_s5
8494	[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]	Cellular senescence is the genetically programmed cessation of cellular proliferation .	1576706_s0
8495	[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]	We have recently mapped a putative senescence gene(s) on the X chromosome of Chinese hamster embryo ( CHE ) cells .	1576706_s1
8496	[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]	In the present study , we have utilized microcell-mediated chromosome transfer ( microcell fusion ) to test whether : ( i ) the human X chromosome exhibits similar genetic potential to induce senescence and ( ii ) the deletion or inactivation of the X-linked senescence gene(s) in CHE cells is associated with nickel-induced immortalization .	1576706_s2
8497	[0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]	A normal CHE or human X chromosome was first introduced into mouse-cell hybrids , then transferred by microcell fusion into a nickel-transformed , immortal male CHE cell line ( Ni-2/TGR ) with an X deletion ( Xq1 ) .	1576706_s3
8498	[0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]	Microcell fusion of the normal CHE X chromosome into tumorigenic Ni-2/TGR cells yielded senescence of all X recipient clones .	1576706_s4
8499	[0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]	The normal human X chromosome induced dominant senescence of tumorigenic Ni-2/TGR cells in only 17% of the resulting microcell hybrids ( 14/81 ) .	1576706_s5
8501	[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]	Transfer of the normal CHE or human X chromosome into spontaneously transformed and tumorigenic cell lines , CHO/TGR or V79/TGR , had little or no effect on their growth .	1576706_s7
8502	[0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]	These data suggest that both human and CHE cells possess similar X-linked genetic activities that regulate the process of cellular senescence , and that in Chinese hamster cells nickel-induced immortalization but not that of CHO or V79 cells is associated with inactivation of an X-linked senescence gene .	1576706_s8
8504	[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]	The aim of this study was to define whether CD4(+) and CD8(+) T cells from patients with undifferentiated carcinoma of nasopharyngeal type ( UCNT ) , a tumor regularly associated with the Epstein-Barr virus ( EBV ) , have abnormal phenotype profiles , cytokine production , perforin and CD3-zeta expressions .	12536237_s1
8505	[0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]	Our data showed that CD4 and CD8 subset distribution was not grossly altered in the peripheral blood of UCNT patients , while tumor biopsies contained an increased proportion of CD8(+) T cells .	12536237_s2
8506	[0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]	The analysis of the CD4(+) subset showed a defect in interleukin-2 ( IL-2 ) production and a moderate increase of IL-10 production , a situation consistent with a Th1/Th2 imbalance .	12536237_s3
8507	[0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]	We have also demonstrated that CD8(+) lymphocytes from UCNT patients had a marked impairment of IFN-gamma secretion and perforin expression .	12536237_s4
8508	[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]	This impairment was not related to the presence of detectable EBV DNA in the plasma .	12536237_s5
8509	[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]	In UCNT patients , the blockade of the perforin pathway and of IFN-gamma production may constitute important mechanisms for immune escape by the tumor and for impaired control of EBV replication .	12536237_s6
8510	[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]	The effects of 17beta-estradiol ( E2 ) are mediated through activation of estrogen receptors ( ER ) : ERalpha and ERbeta .	22615145_s0
8511	[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]	It is known that ERalpha/ERbeta ratio is higher in breast tumors than in normal tissue .	22615145_s1
8512	[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]	Since antioxidant enzymes and uncoupling proteins ( UCPs ) are reactive oxygen species ( ROS ) production and mitochondrial biogenesis regulators , our aim was to study the E2-effect on oxidative stress , antioxidant enzyme expression , and UCPs in breast cancer cell lines with different ERalpha/ERbeta ratios .	22615145_s2
8514	[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 1.0]	However , the higher ERalpha/ERbeta ratio MCF-7 cell line showed an up-regulation of antioxidant enzymes and UCPs , yet exhibited high oxidative stress .	22615145_s4
8516	[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 1.0]	On the whole , these results show different E2-effects on oxidative stress regulation , modulating UCPs , and antioxidant enzymes , which were ERalpha/ERbeta ratio dependent in breast cancer cell lines .	22615145_s6
8517	[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]	"Here , we set out to test the novel hypothesis that increased mitochondrial biogenesis in epithelial cancer cells would "" fuel "" enhanced tumor growth ."	23070475_s0
8519	[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]	Interestingly , both PGC-1α and MitoNEET increased the abundance of OXPHOS protein complexes , conferred autophagy resistance under conditions of starvation and increased tumor growth by up to However , this increase in tumor growth was independent of neo-angiogenesis , as assessed by immunostaining and quantitation of vessel density using CD31 antibodies .	23070475_s2
8521	[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]	"Thus , we propose that increased mitochondrial "" power "" in epithelial cancer cells oncogenically promotes tumor growth by conferring autophagy resistance ."	23070475_s4
8522	[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]	"As such , PGC-1α , PGC-1β , mitoNEET and POLRMT should all be considered as tumor promoters or "" metabolic oncogenes. """	23070475_s5
8523	[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]	"Our results are consistent with numerous previous clinical studies showing that metformin ( a weak mitochondrial "" poison"" ) prevents the onset of nearly all types of human cancers in diabetic patients ."	23070475_s6
8525	[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]	BACKGROUND Metastatic epithelioid hemangioendothelioma of the kidney is a rare malignant vascular tumor with a wide spectrum of behaviors .	22722460_s0
8527	[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]	We describe the immunohistochemistry profile of the tumor and the successful long-term results of treatment with sunitinib , a multi-targeted tyrosine kinase inhibitor .	22722460_s2
8528	[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]	Also , we discuss the rationale for using this type of medication based on immunohistochemistry results .	22722460_s3
8529	[1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]	CONCLUSION To the best of our knowledge , this is the first reported case of metastatic renal epithelioid hemangioendothelioma treated successfully with sunitinib .	22722460_s4
8530	[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]	The metabolic detoxification capacity may critically regulate the susceptibility of human tissues to cancer development .	12115477_s0
8531	[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]	We used standardized and quantitative , reverse transcription-polymerase chain reaction ( StaRT-PCR ) and microarray chip techniques to analyze transcript levels of multiple detoxification enzymes in cultured normal human oral keratinocytes ( NOK ) and the Siman virus 40 T antigen-immortalized oral keratinocyte line SVpgC2a , viewing the latter as a model of a benign tumor state .	12115477_s1
8532	[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]	With good agreement between the 2 methodologies , NOK and SVpgC2a were found to express transcripts for cytochrome P450 enzymes ( CYPs ) , factors related to CYP induction and enzymes involved in conjugation reactions or detoxification of reactive oxygen .	12115477_s2
8533	[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]	The cell types expressed similar levels of CYP 2B6/7 , CYP 2E1 , P450 oxidoreductase , the aryl hydrocarbon receptor nuclear translocator , sulfotransferase 1A1 , sulfotransferase 1A3 , epoxide hydrolase , glutathione S-transferase M3 , glutathione S-transferase pi and catalase , superoxide dismutase 1 , glutathione peroxidase 1 and glutathione peroxidase 3 .	12115477_s3
8534	[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]	In contrast , SVpgC2a exhibited comparatively higher levels of CYP1A1 , 1B1 , aryl hydrocarbon receptor , glutathione S-transferase M1 , 2 , 4 , 5 , glutathione S-transferase theta 1 and superoxide dismutase 2 and comparatively lower levels of UDP glycosyltransferase 2 and microsomal glutathione S-transferase 1 .	12115477_s4
8536	[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]	Overall , the expression analysis demonstrated presence of mRNA for multiple enzymes involved in foreign compound metabolism and detoxification pathways , including several enzymes not previously reported for oral epithelium .	12115477_s6
8537	[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]	Generally , the comparison of NOK from 2 individuals indicated relatively similar transcript levels of these enzymes .	12115477_s7
8538	[0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]	In contrast , differences between NOK and SVpgC2a , e.g. , for CYP1B1 , may reflect alteration caused by immortalization and aid identification of early stage tumor markers in oral epithelium .	12115477_s8
8539	[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]	Tumor-infiltrating immune cells can promote chemoresistance and metastatic spread in aggressive tumors .	23221383_s0
8540	[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]	Consequently , the type and quality of immune responses present in the neoplastic stroma are highly predictive of patient outcome in several cancer types .	23221383_s1
8541	[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]	In addition to host immune responses , intrinsic tumor cell activities that mimic stem cell properties have been linked to chemoresistance , metastatic dissemination and the induction of immune suppression .	23221383_s2
8544	[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0]	In this study , we demonstrate that targeting tumor-infiltrating macrophages and inflammatory monocytes by inhibiting either the myeloid cell receptors CSF1R or CCR2 decreases the number of tumor-initiating cells in pancreatic tumors .	23221383_s5
8545	[1.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]	Targeting CCR2 or CSF1R improves chemotherapeutic efficacy , inhibits metastasis and increases antitumor T-cell responses .	23221383_s6
8546	[0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]	Tumor-educated macrophages also directly enhanced the tumor-initiating capacity of pancreatic tumor cells by activating the transcription factor STAT3 , thereby facilitating macrophage-mediated suppression of CD8+ T lymphocytes .	23221383_s7
8547	[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]	Together , our findings show how targeting tumor-infiltrating macrophages can effectively overcome therapeutic resistance mediated by tumor-initiating cells .	23221383_s8
8548	[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]	BACKGROUND Apoptosis , a widely important mechanism that contributes to cell growth reduction , is reported to be induced by Crocus sativus in different cancer types .	21039035_s0
8549	[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]	The present study was designed to elucidate apoptosis induction by crocin , a main component of Crocus sativus in a human pancreatic cancer cell line ( BxPC-3 ) .	21039035_s1
8551	[0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0]	RESULTS Crocin induced apoptosis and G1-phase cell cycle arrest of BxPC-3 cells , while decreasing cell viability in a dose dependent and time dependent manner .	21039035_s3
8552	[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0]	Cells treated with 10μg/L crocin exhibited apoptotic morphology ( brightly blue-fluorescent condensed nuclei on Hoechst 33258 staining ) and reduction of volume .	21039035_s4
8553	[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0]	DNA analysis revealed typical ladders as early as 12 hours after treatment indicative of apoptosis .	21039035_s5
8554	[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0]	CONCLUSION Our preclinical study demonstrated a pancreatic cancer cell line to be highly sensitive to crocin-mediated growth inhibition and apoptotic cell death .	21039035_s6
8555	[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]	Although the molecular mechanisms of crocin action are not yet clearly understood , it appears to have potential as a therapeutic agent .	21039035_s7
8557	[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]	While characterizing these regions of the human fungal pathogen Cryptococcus neoformans , we have identified a recent gene amplification event near the right telomere of chromosome 3 that involves a gene encoding an arsenite efflux transporter ( ARR3 ) .	22334577_s1
8558	[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]	The 3,177-bp amplicon exists in a tandem array of 2-15 copies and is present exclusively in strains with the C. neoformans var. grubii subclade VNI A5 MLST profile .	22334577_s2
8561	[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]	The example described here therefore represents a rare evolutionary intermediate-an array that is currently in a state of dynamic flux , in dramatic contrast to relatively common , static relics of past tandem duplications that are unable to further amplify due to nucleotide divergence .	22334577_s5
8562	[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]	Beyond identifying and engineering fungal isolates that are highly resistant to arsenite and describing the first reported instance of microevolution via massive gene amplification in C. neoformans , these results suggest that adaptation through gene amplification may be an important mechanism that C. neoformans employs in response to environmental stresses , perhaps including those encountered during infection .	22334577_s6
8563	[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]	More importantly , the ARR3 array will serve as an ideal model for further molecular genetic analyses of how tandem gene duplications arise and expand .	22334577_s7
8564	[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]	Klebsiella species are the most extensively studied among a number of 2,3-butanediol ( 2,3-BDO)-producing microorganisms .	22832986_s0
8565	[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]	The ability to metabolize a wide variety of substrates together with the ease of cultivation made this microorganisms particularly promising for the application in industrial-scale production of 2,3-BDO .	22832986_s1
8566	[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]	However , the pathogenic characteristics of encapsulated Klebsiella species are considered to be an obstacle hindering their industrial applications .	22832986_s2
8567	[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]	Here , we removed the virulence factors from three 2,3-BDO-producing strains , Klebsiella pneumoniae KCTC 2242 , Klebsiella oxytoca KCTC1686 , and K. oxytoca ATCC 43863 through site-specific recombination technique .	22832986_s3
8569	[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]	The morphologies and adhesion properties against epithelial cells were investigated , and the results indicated that the wabG mutant strains were devoid of the outer core LPS and lost the ability to retain capsular structure .	22832986_s5
8570	[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]	The time profile of growth and 2,3-BDO production from K. pneumoniae KCTC 2242 and K. pneumoniae KCTC 2242 \u0394wabG were analyzed in batch culture with initial glucose concentration of 70g/l .	22832986_s6
8571	[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]	The growth was not affected by disrupting wabG gene , but the production of 2,3-BDO decreased from 31.27 to 22.44g/l in mutant compared with that of parental strain .	22832986_s7
8572	[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]	However , the productions of acetoin and lactate from wabG mutant strain were negligible , whereas that from parental strain reached to	22832986_s8
8573	[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]	Angiogenesis is essential for the growth , expansion and metastasis of human colorectal cancers ( CRCs ) .	23239191_s0
8574	[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]	Histamine produced by mast cells is a potent proangiogenic factor .	23239191_s1
8575	[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]	However , the significance of non-mast cell expressing histamine in the tumor microenvironment remains unknown .	23239191_s2
8576	[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]	In this study , we evaluated the histamine positive microvessels with the specific marker for biosynthesis of histamine L-histidine decarboxylase ( HDC ) in the CRC tumor microenvironment .	23239191_s3
8577	[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]	The relationship between HDC positive microvessel density ( HDC-MVD ) and clinical pathological parameters was assessed .	23239191_s4
8579	[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]	CRC patients with lymph node invasion had a particularly higher density of HDC-MVD than those without .	23239191_s6
8580	[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]	The density of HDC-MVD accounted for of CD34 positive MVD in CRCs and double IHC analysis demonstrated that these HDC positive microvessels were mostly CD34 positive microvessels and with a high proliferative activity .	23239191_s7
8581	[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]	Our results suggest that histamine expressed in microvessels could be an additional cellular source and involved in the cancer invasion through promoting angiogenesis in human CRCs .	23239191_s8
8583	[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]	In this study , we report the definition of miR-210 as a miRNA regulated by hypoxia in lung cancer and melanoma , documenting its involvement in blunting the susceptibility of tumor cells to lysis by antigen-specific cytotoxic T lymphocytes ( CTL). miR-210 was induced in hypoxic zones of human tumor tissues .	22962263_s1
8585	[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]	A comprehensive approach using transcriptome analysis , argonaute protein immunoprecipitation , and luciferase reporter assay revealed that the genes PTPN1 , HOXA1 , and TP53I11 were miR-210 target genes regulated in hypoxic cells .	22962263_s3
8586	[0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]	In support of their primary importance in mediating the immunosuppressive effects of miR-210 , coordinate silencing of PTPN1 , HOXA1 , and TP53I11 dramatically decreased tumor cell susceptibility to CTL-mediated lysis .	22962263_s4
8587	[1.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]	Our findings show how miR-210 induction links hypoxia to immune escape from CTL-mediated lysis , by providing a mechanistic understanding of how this miRNA mediates immunosuppression in oxygen-deprived regions of tumors where cancer stem-like cells and metastatic cellular behaviors are known to evolve .	22962263_s5
