	labels	sentence	index
7644	[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]	Here , we studied the effect of oxamic and tartronic acids , 2 inhibitors of LDH , on aerobic glycolysis and cell replication of HepG2 and PLC/PRF/5 cells , 2 lines from human hepatocellular carcinomas .	20699632_s1
7645	[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]	METHODS aerobic glycolysis was measured by calculating the amounts of lactic acid formed .	20699632_s2
7646	[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]	The effect on replication was assessed by culturing the cells in both standard conditions and glucose-deprived medium , which was used to shut down aerobic glycolysis .	20699632_s3
7647	[0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]	RESULTS the oxamic and tartronic acids inhibited aerobic glycolysis , impaired the growth of both cell lines and also induced an increased expression of p53-upregulated modulator of apoptosis , a signal of cell death .	20699632_s4
7648	[0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]	A strong impairment of cell replication by oxamic acid was only found when the cells were cultured in the presence of glucose , indicating that it was for the most part owing to inhibition of aerobic glycolysis .	20699632_s5
7649	[0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]	CONCLUSIONS inhibition of aerobic glycolysis achieved by blocking LDH could be useful in the treatment of human hepatocellular carcinomas .	20699632_s6
7651	[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]	c-myc , c-erbB-2 , and Ki-67 expression was examined by immunohistochemistry in 11 normal breast tissues and 42 invasive and 14 noninvasive breast carcinomas .	1348967_s0
7652	[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]	The c-myc product was detected in all breast carcinoma specimens and in 7 of 11 normal breast tissues .	1348967_s1
7654	[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]	Membrane staining of the c-erbB-2 protein was demonstrated in 29% ( 4 of 14 ) of noninvasive ductal carcinomas and in 45% ( 19 of 42 ) of invasive breast carcinomas .	1348967_s3
7655	[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]	None of the 11 normal breast tissue samples was positive .	1348967_s4
7656	[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0]	The mean value of Ki-67-positive cells was 0.91 +/- 0.31% for normal breast tissue , 4.57 +/- 1.36% for noninvasive ductal carcinoma , and 12.76 +/- 2.18% for invasive breast cancer .	1348967_s5
7657	[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]	In 42 invasive breast carcinomas , the expression of c-myc , c-erbB-2 , and Ki-67 proliferation marker were compared with lymph node status , estrogen receptor status , progesterone receptor status , and age of patients at diagnosis. c-erbB-2 overexpression and Ki-67 overexpression were identified as the only factors associated with lymph node status .	1348967_s6
7659	[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]	In order to increase the permeability of cell membranes for low doses of cytostatic drugs , two bioelectrochemical methods have been compared : ( a ) electric pore formation in the plasma membranes by single electric impulses ( electroporation ) , and ( b ) reordering of membrane structure by alternating currents ( capacitively coupled ) .	20494629_s0
7660	[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]	These treatments were applied to human leukemic K-562 cells and human lymphoma U-937 cells , yielding apoptotic and necrotic effects , determined by flow cytometry .	20494629_s1
7661	[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]	Additional cell death occurs after exposure to light irradiation at wavelengths lambda > 600 nm , of cells which were electroporated and had incorporated actinomycin-C or daunomycin ( daunorubicin ) .	20494629_s2
7662	[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]	It is observed that drug uptake after an exponentially decaying electroporation pulse of the initial field strength Eo=1.4 kV/cm and pulse time constants in the time range 0.5-3 ms is faster than during PEMF-treatment , i.e. , application of an alternating current of 16 kHz , voltage U<100 V , I=55 mA , and exposure time 20 min .	20494629_s3
7663	[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0]	However , at the low a.c. voltage of this treatment , more apoptotic and necrotic cells are produced as compared to the electroporation treatment with one exponentially decaying voltage pulse .	20494629_s4
7664	[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]	Thus , additional photodynamic action appears to be more effective than solely drugs and electroporation as applied in clinical electrochemotherapy , and more effective than the noninvasive pulsed electromagnetic fields ( PEMFs ) , for cancer cells in general and animals bearing tumors in particular .	20494629_s5
7665	[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]	SCOPE In this study , we evaluated the efficacy of lycopene against the growth of prostate cancer in vivo .	21462328_s0
7666	[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]	METHODS AND RESULTS Athymic nude mice were implanted subcutaneously with human androgen-independent prostate carcinoma PC-3 cells .	21462328_s1
7667	[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]	They were supplemented with a low or a high dose of lycopene ( 4 and 16 mg/kg ) and a single dose of β-carotene ( 16 mg/kg ) twice a week for 7 wk .	21462328_s2
7668	[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]	At the end of the experiment , both lycopene and β-carotene strongly inhibited the tumor growth , as evidenced by the decrease in tumor volume and tumor weight .	21462328_s3
7669	[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0]	High-dosage lycopene and β-carotene significantly decreased the expression of proliferating cell nuclear antigen in tumor tissues and increased the levels of insulin-like growth factor-binding protein-3 in plasma .	21462328_s4
7670	[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0]	In addition , high-dosage lycopene supplementation significantly decreased the vascular endothelial growth factor ( VEGF ) levels in plasma .	21462328_s5
7671	[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0]	In contrast , β-carotene supplementation significantly increased the VEGF levels , as compared with tumor control group .	21462328_s6
7672	[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0]	CONCLUSION Lycopene and β-carotene supplementation suppressed the growth of prostate tumor cells , and the effects are likely associated with reduction of proliferation ( attenuation of proliferating cell nuclear antigen expression ) and with interference of the insulin-like growth factor 1 signaling ( increased plasma insulin-like growth factor-binding protein-3 levels ) .	21462328_s7
7673	[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0]	Furthermore , the inhibition of VEGF by lycopene suggests that the antitumor mechanisms of lycopene also involve anti-angiogenesis .	21462328_s8
7675	[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]	This denervation is especially marked in fast limb muscles , and precedes death of motor neuron somata .	22813866_s1
7676	[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]	This study used mice that expressed yellow fluorescent protein ( YFP ) in neurons to investigate changes in the morphology and function of axons and motor terminals innervating a fast forelimb muscle ( epitrochleoanconeus , ETA ) in presymptomatic and symptomatic hSOD1-G85R mice , compared to those in mice that express wild-type ( wt ) hSOD1 .	22813866_s2
7677	[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]	The percentage of endplates ( identified using fluorescently-labeled \u03b1-bungarotoxin ) innervated by motor terminals remained high in presymptomatic SOD1-G85R mice , but fell to in symptomatic mice .	22813866_s3
7678	[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]	The number of large diameter ( \u22654 \u03bcm ) axons in the ETA nerve also decreased as mice became symptomatic , and endplate innervation correlated best with the number of large diameter axons .	22813866_s4
7679	[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]	Motor terminal function was assessed using changes in terminal YFP fluorescence evoked by trains of action potentials ; different components of the pH-dependent YFP signals reflect stimulation-induced Ca2+ entry and vesicular exo/endocytosis .	22813866_s5
7680	[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]	Most visible motor terminals ( >90% ) remained capable of responding to nerve stimulation in both pre- and symptomatic hSOD1-G85R mice , but with functional alterations .	22813866_s6
7681	[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]	Responses in presymptomatic terminals suggested reduced acidification and increased vesicular release , whereas symptomatic terminals exhibited increased acidification and reduced vesicular release .	22813866_s7
7682	[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]	The fact that most remaining terminals were able to respond to nerve stimulation suggests that motor terminal-protective therapies might contribute to preserving neuromuscular function in fALS mice .	22813866_s8
7684	[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]	Accordingly , we have carried out a series of molecular epidemiologic studies aimed at validating a panel of biologic markers , including carcinogen-DNA and -protein adducts , sister chromatid exchange , micronucleus formation , DNA strand breaks , and DNA repair capacity .	1486841_s1
7685	[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]	Results from three such studies illustrate the usefulness of these biomarkers in elucidating low-dose-response relationships , correlations between biomarkers , and the range of variation in biomarkers between individuals exposed to similar concentrations of carcinogens .	1486841_s2
7686	[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]	Low-level workplace or ambient exposures to styrene , ethylene oxide , and polycyclic aromatic hydrocarbons ( PAH ) were associated with significant increases in both molecular dose of carcinogens ( adducts ) and various markers of preclinical effects .	1486841_s3
7687	[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]	Correlations between biomarkers varied by exposure .	1486841_s4
7689	[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]	Significant molecular effects were observed not only in occupationally exposed people but also in residents of an area in Poland characterized by high levels of air pollution .	1486841_s6
7690	[0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0]	For example , the mean PAH-DNA level in exposed residents ( winter sample ) was 30.4 adducts per 10(8) nucleotides .	1486841_s7
7691	[0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0]	This level was significantly higher than that of adducts seen in summer samples from the same area ( 4.2/10(8) , or in winter samples from residents of a rural area ( 11.01/10(8) .	1486841_s8
7692	[0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0]	Significant seasonal variation in PAH-DNA adduct formation in this group was consistent with recorded fluctuations in air pollution levels .	1486841_s9
7693	[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]	Striking interindividual variation was observed in all three exposed populations .	1486841_s10
7695	[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]	Mutations in colonic adenomas , and the frequent losses on 4q described in gastric cancer prompt speculation about the role of CDC4/FBXW7 in gastric carcinogenesis .	20448329_s1
7697	[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]	Ploidy analysis was carried out on 39 EOGCs and immunohistochemistry of CDC4/FBXW7 and its substrates c-myc , c-jun , Notch and cyclin E was performed on 204 gastric carcinomas using tissue microarrays ( TMAs ) .	20448329_s3
7698	[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]	Sequence analysis of CDC4/FBXW7 was carried out on gastric carcinoma cell lines and xenografts .	20448329_s4
7699	[0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0]	RESULTS Loss of heterozygosity of CDC4/FBXW7 occurred in 32% of EOGCs , and correlated with loss of expression in 26% .	20448329_s5
7700	[0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0]	Loss of expression was frequent in both EOGC and conventional gastric cancers .	20448329_s6
7701	[0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0]	No CDC4/FBXW7 mutations were found and loss of CDC4/FBXW7 did not correlate with ploidy status .	20448329_s7
7702	[0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0]	There was a significant correlation between loss of CDC4/FBXW7 expression and upregulation of c-myc .	20448329_s8
7705	[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]	Here we investigate the mechanisms through which insulin-like growth factor I and serum ( FBS ) activate NADPH oxidase in pancreatic cancer ( PaCa ) cells .	21118808_s1
7706	[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]	We show that in PaCa cells , NADPH oxidase is composed of Nox4 and p22(phox) catalytic subunits , which are both required for NADPH oxidase activity .	21118808_s2
7707	[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0]	Insulin-like growth factor I and FBS activate NADPH oxidase through transcriptional up-regulation of p22(phox) .	21118808_s3
7708	[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0]	This involves activation of the transcription factor NF-κB mediated by Akt kinase .	21118808_s4
7709	[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]	Up-regulation of p22(phox) by the growth factors results in increased Nox4-p22(phox) complex formation and activation of NADPH oxidase .	21118808_s5
7711	[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0]	Up-regulation of p22(phox) represents a novel pro-survival mechanism through which growth factors and Akt inhibit apoptosis in PaCa cells .	21118808_s7
7712	[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]	Hormone-independent tumor growth and metastasis are associated with increased mortality in human prostate cancer .	12359757_s0
7715	[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0]	Heregulin stimulation results in receptor phosphorylation and cell proliferation that is inhibited by increasing concentrations of anti-HER2 recombinant humanized monoclonal antibody ( rhuMAb ) 2C4 .	12359757_s3
7716	[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]	Furthermore , inhibition of tumor growth was observed in xenografts derived from 22Rv1 cells when treated with rhuMAb 2C4 in a dose-dependent manner .	12359757_s4
7718	[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]	The Wnt/β-catenin pathway regulates the viability and radiosensitivity of head and neck squamous cancer cells ( HNSCC ) .	23280187_s0
7719	[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]	Increased β-catenin predisposes HNSCC patients to poor prognosis and survival .	23280187_s1
7720	[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]	This study was conducted to determine the mechanism by which β-catenin regulates the viability of HNSCC .	23280187_s2
7721	[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]	AMC-HN-3 , -HN-8 , UM-SCC-38 , and -SCC-47 cells , which were established from human head and neck cancer specimens , underwent cell death following β-catenin silencing. β-Catenin silencing significantly induced G1 arrest and increased the expression of Bax and active caspase-3 , which demonstrates the sequential activation of apoptotic cascades following treatment of HNSCC with targeted siRNA .	23280187_s3
7722	[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0]	Intriguingly , β-catenin silencing also induced autophagy .	23280187_s4
7723	[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0]	Here , we confirm that the number of autophagic vacuoles and the expression of type II light chain 3 were increased in cells that were treated with β-catenin siRNA .	23280187_s5
7724	[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]	These cell death modes are most likely due to the activation of LKB1-dependent AMPK following β-catenin silencing .	23280187_s6
7726	[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]	In addition , treating AMC-HN-3 cells with LKB1 siRNA preserved cell viability against β-catenin silencing-induced cytotoxicity .	23280187_s8
7727	[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0]	Taken together , these results imply that following β-catenin silencing , HNSCC undergo both apoptotic and autophagic cell death that are under the control of LKB1/AMPK .	23280187_s9
7728	[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]	To the best of our knowledge , these results suggest for the first time that novel crosstalk between β-catenin and the LKB1/AMPK pathway regulates the viability of HNSCC .	23280187_s10
7731	[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]	In the present study the administration of the chemopreventive agent lupulone over the course of 7 weeks postinitiation reduced the number of preneoplastic lesions in the colonic mucosa by 50% .	21255184_s1
7732	[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0]	At the molecular level we observed the downregulation of genes involved in the inflammatory response , including IL-1β and TNF-α , and of matrix metalloproteinase-7 gene and protein expression .	21255184_s2
7733	[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0]	We also observed a substantial upregulation of components of the innate immune system , α-defensin-5 and lipocalin 2 .	21255184_s3
7734	[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0]	Lupulone induced the expression of apoptosis-related genes and caused a reversal of the B-cell lymphoma/leukemia 2 ( Bcl-2 ; antiapoptotic ) to Bcl-2 associated X protein ( Bax ; proapoptotic ) transcript and protein ratios ( Bcl-2/Bax > 1 in AOM controls and Bcl-2/Bax < 1 in lupulone-treated AOM rats ) .	21255184_s4
7735	[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]	Here , we identify several target genes that could be considered early biomarkers of colon carcinogenesis and indicative of drug efficacy .	21255184_s5
7736	[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]	Mechanosensitive channels sense elevated membrane tension that arises from rapid water influx occurring when cells move from high to low osmolarity environments ( hypoosmotic shock ) .	22874652_s0
7739	[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]	Deletion of both proteins severely compromises survival of hypoosmotic shock .	22874652_s3
7740	[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]	However , like many bacteria , E. coli cells possess other MscS-type genes ( kefA , ybdG , ybiO , yjeP and ynaI ) .	22874652_s4
7741	[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]	Two homologs , MscK ( kefA ) and YbdG , have been characterized as mechanosensitive channels that play minor roles in maintaining cell integrity .	22874652_s5
7742	[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]	Additional channel openings are occasionally observed in patches derived from mutants lacking MscS , MscK and MscL .	22874652_s6
7743	[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]	Due to their rare occurrence , little is known about these extra pressure-induced currents or their genetic origins .	22874652_s7
7745	[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]	The latter is the major component of the previously described MscM activity ( pS ) , while YnaI ( pS ) and YbiO ( pS ) were previously unknown .	22874652_s9
7746	[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]	Expression of native YbiO is NaCl-specific and RpoS-dependent .	22874652_s10
7747	[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]	A \u03947 strain was created with all seven E. coli mechanosensitive channel genes deleted .	22874652_s11
7749	[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]	Purified homologs exhibit high molecular masses that are consistent with heptameric assemblies .	22874652_s13
7750	[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]	This work reveals novel mechanosensitive channels and discusses the regulation of their expression in the context of possible additional functions .	22874652_s14
7752	[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]	MCV is a common skin flora and initiates cancer in susceptible hosts only after it acquires a precise set of mutations that render it replication incompetent .	22710026_s1
7754	[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]	Large T targets pocket proteins regulating cell cycle transit while small T activates cap-dependent translation critical for cancer cell growth .	22710026_s3
7755	[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]	These findings already have led to new diagnostics and clinical trials to target MCV-induced survivin and to promote antitumor immunity .	22710026_s4
7756	[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]	In four years , the cause , diagnosis and therapy for an intractable cancer has been changed due to the molecular discovery of MCV .	22710026_s5
7757	[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]	The purpose of this investigation was to study the variation of p73 gene expression in the apoptotic process of acute myeloid leukemia ( AML ) cell line U937 induced by methotrexate ( MTX ) .	12513808_s0
7758	[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0]	Morphological changes of apoptotic cells were observed with microscopy and Wright's + Giemsa staining .	12513808_s1
7759	[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]	DNA ladder and cell cycle were examined by agarose gel electrophoresis and flow cytometry respectively .	12513808_s2
7760	[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]	Using semi-quantitive reverse transcription-polymerase chain reaction ( RT-PCR ) , the expression of p73 mRNA was examined .	12513808_s3
7761	[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0]	Results showed that MTX could induce U937 cell apoptosis effectively .	12513808_s4
7762	[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0]	Condensed nuclei , fragmentation of chromosome and DNA ladder were seen after 6 hour following treatment of MTX 5 micro mol/L .	12513808_s5
7763	[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]	Sub-G(1) peak and S + G(2)/M arrest were also determined by FCM , but the quantity of p73 expression was generally constant .	12513808_s6
7764	[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0]	In conclusion , U937 cell apoptosis induced by MTX did not change p73 mRNA level .	12513808_s7
7765	[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]	In the present study we examined the effects of menadione , a redox cycling agent , on structural changes of human osteosarcoma line 143B cells .	12725487_s0
7766	[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]	It has been previously reported that menadione can cause necrotic or apoptotic cell death in a concentration- depending manner .	12725487_s1
7767	[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]	In our experimental model , cells were treated with 100 microM menadione for 24 hours .	12725487_s2
7768	[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0]	Using electron microscopy technique cells carrying three kinds of morphological changes were detected : necrotic cells , apoptotic cells and those demonstrating a co-existence of apoptotic and necrotic features in one single cell .	12725487_s3
7769	[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]	PURPOSE Recently , a new renal cell cancer syndrome has been linked to germline mutation of multiple subunits ( SDHB/C/D ) of the Krebs cycle enzyme , succinate dehydrogenase .	23083876_s0
7772	[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]	Individuals from families with germline SDHB , SDHC and SDHD mutations , and kidney cancer underwent comprehensive clinical and genetic evaluation .	23083876_s3
7773	[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]	RESULTS A total of 14 patients from 12 SDHB mutation families were evaluated .	23083876_s4
7774	[1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]	Patients presented with renal cell cancer at an early age ( 33 years , range 15 to 62 ) , metastatic kidney cancer developed in 4 and some families had no manifestation other than kidney tumors .	23083876_s5
7775	[0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0]	An additional family with 6 individuals found to have clear cell renal cell cancer that presented at a young average age ( 47 years , range 40 to 53 ) was identified with a germline SDHC mutation ( R133X ) Metastatic disease developed in 2 of these family members .	23083876_s6
7776	[0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0]	A patient with a history of carotid body paragangliomas and an aggressive form of kidney cancer was evaluated from a family with a germline SDHD mutation .	23083876_s7
7777	[0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0]	CONCLUSIONS SDH mutation associated renal cell carcinoma can be an aggressive type of kidney cancer , especially in younger individuals .	23083876_s8
7778	[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]	Although detection and management of early tumors is most often associated with a good outcome , based on our initial experience with these patients and our long-term experience with hereditary leiomyomatosis and renal cell carcinoma , we recommend careful surveillance of patients at risk for SDH mutation associated renal cell carcinoma and wide surgical excision of renal tumors .	23083876_s9
7779	[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]	In our study we investigated the level of apoptosis in PBMCs and the serological level of sFas ( CD95/APO-1 ) in 22 patients with malignant melanoma ( 12 patients with unique cutaneous primary tumour and 10 patients with unique brain metastasis ) .	15055260_s0
7780	[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]	The first determination was performed before tumour excision and the second at 6-7 months after excision .	15055260_s1
7781	[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0]	Results in patients with primary tumour in the first determination : 6 patients with over normal values in PBMCs apoptosis and 5 patients with increased values of sFas .	15055260_s2
7782	[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0]	In the second determination : apoptosis was increased in 5 patients and sFas level was increased in 4 cases .	15055260_s3
7784	[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0]	In the second determination apoptosis was increased in 4 cases and sFas was increased in 4 cases .	15055260_s5
7785	[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0]	Our results show that half of the investigated patients presented elevated values of PBMCs apoptosis and Fas receptor both before and 6-7 months after tumour excision .	15055260_s6
