	labels	sentence	index
8186	[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]	Moreover , emphasis was given to translate basic research findings into clinical practice through the validation of this assay for prediction of clinical outcome in multiple myeloma patients .	22432918_s3
8187	[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]	AIM In order to develop and validate a simple , sensitive and rapid method for the quantitation of alkylating drug-induced DNA damage .	22432918_s4
8189	[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]	Gene-specific damage was examined using Southern blot and a multiplex long quantitative PCR ( QPCR ) carried out in a 7\u2003kb fragment ( part of the p53 gene ) and a 0.5\u2003kb fragment ( part of the IFN-\u03b21 sequence ; internal standard ) .	22432918_s6
8190	[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]	RESULTS The extent of PCR amplification of a p53 fragment was inversely proportional to the treatment concentrations of all anticancer drugs examined , indicating a dose-related inhibition by the DNA adducts formed .	22432918_s7
8191	[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]	Parallel analysis of the same samples using both Southern blot and QPCR showed that the DNA adducts measured by QPCR corresponded to the interstrand cross-links in the case of melphalan , and to total drug-induced lesions in the case of the platinum drugs .	22432918_s8
8193	[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]	The method is about 250 times more sensitive than the Southern blot-based method and the reproducibility is excellent , with an intraday coefficient of variance ( CV ) of 5-9% and an interday CV of 4-12% .	22432918_s10
8194	[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]	Application of the QPCR assay to ex vivo melphalan-treated peripheral blood mononuclear cells from multiple myeloma patients , showed that the positive predictive value of this assay for clinical response to melphalan therapy was 92.9% .	22432918_s11
8195	[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]	CONCLUSION The PCR-based assay developed in this study can be used for the selection of cancer patients more likely to benefit from therapeutic treatment with alkylating drugs .	22432918_s12
8196	[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]	OBJECTIVE To study the effect of Zilongjin ( ZLJ , a composite Chinese drug ) on proliferation and apoptosis of human breast carcinoma cell line MCF-7 .	20353033_s0
8198	[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]	The changes of cell proliferation were assessed by cell growth curve assay and methyl thiazolyl tetrazolium ( MTT ) assay .	20353033_s2
8199	[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]	And the cell apoptosis was analyzed by flow cytometry , Hoechst 33342 staining and DNA ladder assay .	20353033_s3
8200	[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]	RESULTS Compared with that in the normal control , the counts of cells in the three ZLJ groups were decreased significantly ( P<0.05 ) at such time point as 24 , 48 , 72 , 96 , 120 , and 144 h .	20353033_s4
8201	[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]	Furthermore , apart from the comparison of the growth inhibition rate between the low and moderate dosage group at 24 and 72 h which were found to be no significant difference ( P>0.05 ) , the comparison f that among the three ZLJ groups appeared to be significant difference ( P<0.05 ) .	20353033_s5
8202	[0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 1.0, 1.0, 0.0]	The inhibitory effect of ZLJ on cell proliferation of MCF-7 was time- and dose-dependent ; it could retard cells in G0/G1 cell phase ; apoptosis of MCF-7 cell was induced by moderate and high dosage of ZLJ with revealing of apoptotic body and DNA ladder formation .	20353033_s6
8204	[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]	Glycolysis is the initial step of glucose catabolism and is up-regulated in cancer cells ( the Warburg Effect ) .	22767230_s0
8205	[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]	Such shifts toward a glycolytic phenotype have not been explored widely in other biological systems , and the molecular mechanisms underlying the shifts remain unknown .	22767230_s1
8206	[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]	With proteomics , we observed increased glycolysis in disused human diaphragm muscle .	22767230_s2
8207	[0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]	In disused muscle , lung cancer , and H(2)O(2)-treated myotubes , we show up-regulation of the rate-limiting glycolytic enzyme muscle-type phosphofructokinase ( PFKm , >2 fold , P<0.05 ) and accumulation of lactate ( >150% , P<0.05 ) .	22767230_s3
8208	[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]	Using microRNA profiling , we identify miR-320a as a regulator of PFKm expression .	22767230_s4
8209	[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]	Reduced miR-320a levels ( to \u223c50% of control , P<0.05 ) are associated with the increased PFKm in each of these diverse systems .	22767230_s5
8210	[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]	Manipulation of miR-320a levels both in vitro and in vivo alters PFKm and lactate levels in the expected directions .	22767230_s6
8211	[0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0]	Further , miR-320a appears to regulate oxidative stress-induced PFKm expression , and reduced miR-320a allows greater induction of glycolysis in response to H(2)O(2) treatment .	22767230_s7
8212	[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]	We show that this microRNA-mediated regulation occurs through PFKm's 3 ' untranslated region and that Ets proteins are involved in the regulation of PFKm via miR-320a .	22767230_s8
8213	[0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0]	These findings suggest that oxidative stress-responsive microRNA-320a may regulate glycolysis broadly within nature .	22767230_s9
8214	[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]	To evaluate a radioprotective effect of sodium n-propyl thiosulfate ( NPTS ) and sodium 2-propenyl thiosulfate ( 2PTS ) derived from onions and garlic , respectively , rat hepatoma H4IIE cells and mouse lymphoma L5178Y cells were preincubated with each of these compounds for 48 hours at 37°C before receiving 10 Gy of X-ray irradiation .	22919357_s0
8216	[0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0]	X-ray-induced DNA damage was significantly decreased in both H4IIE and L5178Y cells by micromolar concentrations of NPTS and 2PTS compared with the control without the compounds .	22919357_s2
8217	[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]	The protective effect was more potent with 2PTS than NPTS .	22919357_s3
8218	[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]	Onions and garlic have antiradiation potential .	22919357_s4
8219	[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]	The association between acute myeloid leukaemia ( AML ) and the aberrant expression of Hoxa9 is evidenced by ( 1 ) proviral activation of Hoxa9 and Meis1 in BXH-2 murine AML , ( 2 ) formation of the chimeric Nup98-HoxA9 transactivator protein as a consequence of the t(7;11) translocation in human AML , and ( 3 ) the strong expression of HoxA9 and Meis1 in human AML .	12082612_s0
8220	[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]	In mouse models , enforced retroviral expression of Hoxa9 alone in marrow is not sufficient to cause rapid AML , while co-expression of Meis1 and Hoxa9 induces rapid AML .	12082612_s1
8221	[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]	In contrast , retroviral expression of Nup98-HoxA9 is sufficient to cause rapid AML in the absence of enforced Meis1 expression .	12082612_s2
8223	[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]	These progenitors lacked Meis1 expression , could not proliferate in stem cell factor ( SCF ) , but could differentiate into neutrophils when switched into granulocyte colony-simulating factor ( G-CSF ) .	12082612_s4
8224	[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]	Ectopic expression of Meis1 in these Hoxa9 cells suppressed their G-CSF-induced differentiation , permitted proliferation in SCF , and therein offered a potential explanation of cooperative function .	12082612_s5
8225	[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]	Because Meis1 binds N-terminal Hoxa9 sequences that are replaced by Nup98 , we hypothesized that Nup98-HoxA9 might consolidate the biochemical functions of both Hoxa9 and Meis1 on target gene promoters and might evoke their same lymphokine-responsive profile in immortalized progenitors .	12082612_s6
8226	[0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]	Here we report that Nup98-HoxA9 , indeed mimicks Hoxa9 plus Meis1 coexpression - it immortalizes myeloid progenitors , prevents differentiation in response to GM-CSF , IL-3 , G-CSF , and permits proliferation in SCF .	12082612_s7
8227	[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]	Unexpectedly , however , Nup98-Hoxa9 also enforced strong transcription of the cellular Hoxa9 , Hoxa7 and Meis1 genes at levels similar to those found in mouse AML's generated by proviral activation of Hoxa9 and Meis1 .	12082612_s8
8230	[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]	To characterize the impact of increased production of TGF-beta in a xenograft model of human breast cancer , TGF-beta-responsive MDA-231 cells were genetically modified by stable transfection so as to increase their production of active TGF-beta1 .	11791181_s0
8231	[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0]	Compared with control cells , cells that produced increased amounts of TGF-beta proliferated in vitro more slowly .	11791181_s1
8232	[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]	In vivo , however , tumors derived from these cells exhibited increased proliferation and grew at an accelerated pace .	11791181_s2
8233	[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]	To evaluate the role of autocrine TGF-beta signaling , cells were also transfected with a dominant-negative truncated type II TGF-beta receptor ( TbetaRII ) .	11791181_s3
8234	[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0]	Disruption of autocrine TGF-beta signaling in the TGF-beta-overexpressing cells reduced their in vivo growth rate .	11791181_s4
8235	[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]	Co-inoculation of Matrigel with the TGF-beta-overexpressing cells expressing the truncated TbetaRII compensated for their diminished in vivo growth capacity , compared with the TGF-beta-overexpressing cells with an intact autocrine loop .	11791181_s5
8236	[1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0]	Tissue invasion by the tumor was a distinctive feature of the TGF-beta-overexpressing cells , whether or not the autocrine loop was intact .	11791181_s6
8238	[1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]	Consistent with the suggestion that TGF-beta's enhancement of invasion and metastasis is paracrine-based , we observed no significant differences among the cell clones in an in vitro invasion assay .	11791181_s8
8239	[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]	Thus , in this experimental model system in vitro assays of cell proliferation and invasion do not accurately reflect in vivo observations , perhaps due to autocrine and paracrine effects of TGF-beta that influence the important in vivo-based phenomena of tumor growth , invasion , and metastasis .	11791181_s9
8240	[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]	Partial or whole-brain irradiation is often required to treat both primary and metastatic brain cancer .	22387176_s0
8241	[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]	Radiation-induced normal tissue injury , including progressive cognitive impairment , however , can significantly affect the well-being of the approximately 200,000 patients who receive these treatments each year in the United States .	22387176_s1
8243	[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]	Microglia are key mediators of neuroinflammation .	22387176_s3
8244	[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]	Peroxisomal proliferator-activated receptor ( PPAR ) δ has been shown to be a potent regulator of anti-inflammatory responses .	22387176_s4
8246	[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0]	Incubating BV-2 murine microglial cells with the PPARδ agonist L-165041 prevented the radiation-induced increase in : ( i ) intracellular reactive oxygen species generation , ( ii ) Cox-2 and MCP-1 expression , and ( iii ) IL-1β and TNF-α message levels .	22387176_s6
8247	[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0]	This occurred , in part , through PPARδ-mediated modulation of stress-activated kinases and proinflammatory transcription factors .	22387176_s7
8248	[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0]	PPARδ inhibited NF-κB via transrepression by physically interacting with the p65 subunit and prevented activation of the PKCα/MEK1/2/ERK1/2/AP-1 pathway by inhibiting the radiation-induced increase in intracellular reactive oxygen species generation .	22387176_s8
8249	[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0]	These data support the hypothesis that PPARδ activation can modulate radiation-induced oxidative stress and inflammatory responses in microglia .	22387176_s9
8250	[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]	Inhibition of Notch signaling is effective in inhibiting colon tumorigenesis , but targeting specific components of the pathway may provide more effective strategies .	19935714_s0
8251	[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]	Here we show that the expression of Jagged1 , a ligand for canonical Notch signaling , was restricted to enteroendocrine cells or undetectable in the mucosa of the human small and large intestine , respectively .	19935714_s1
8252	[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]	In contrast , increased expression characterized half of human colon tumors , although not all tumors with elevated Wnt signaling displayed elevated Jagged1 .	19935714_s2
8253	[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]	Increased Jagged1 was also present in intestinal tumors of Apc(1638N/+) and Apc(Min/+) mice , but to a higher level and more frequently in the former , and in 90% of mouse tumors Notch signaling was elevated when Jagged1 was elevated .	19935714_s3
8255	[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]	Therefore , targeting of Jagged1 could be effective in downregulating Notch signaling in a subset of tumors , but may avoid the limiting gastrointestinal toxicity caused by pharmacological inhibition of Notch signaling .	19935714_s5
8256	[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]	X-ray crystallography has been a useful tool in the development of site-directed spin labeling by resolving rotamers of the nitroxide spin-label side chain in a variety of \u03b1-helical environments .	22809334_s0
8257	[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]	In this work , the crystal structure of a doubly spin-labeled N8C/K28C mutant of the B1 immunoglobulin-binding domain of protein G ( GB1 ) was solved .	22809334_s1
8259	[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]	Two rotameric states of the spin-label were resolved at the solvent-exposed \u03b1-helical site , at residue 28 ; these are in good agreement with rotamers previously reported for helical structures .	22809334_s3
8260	[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]	The second site , at residue 8 on an interior \u03b2-strand , shows the presence of three distinct solvent-exposed side-chain rotamers .	22809334_s4
8261	[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]	One of these rotamers is rarely observed within crystal structures of R1 sites and suggests that the H(\u03b1) and S(\u03b4) hydrogen bond that is common to \u03b1-helical sites is absent at this interior \u03b2-strand residue .	22809334_s5
8262	[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]	Variable temperature continuous wave ( CW ) experiments of the \u03b2-strand site showed two distinct components that were correlated to the rotameric states observed in crystallography .	22809334_s6
8265	[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]	In order to evaluate the accuracy of the measured DEER distance , the rotamers observed in the crystal structure of the domain-swapped GB1 dimer were modeled into a high-resolution structure of the wild type monomeric GB1 .	22809334_s9
8266	[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]	The distances generated in the resulting GB1 structural models match the most probable DEER distance within Å .	22809334_s10
8267	[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]	The results are interesting as they indicate by direct experimental measurement that the rotameric states of R1 found in this crystal provide a very close match to the most probable distance measured by DEER .	22809334_s11
8268	[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]	Malignant gliomas are the most common primary brain tumors in humans .	12635657_s0
8269	[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]	However , poor response to conventional therapeutic approaches , including chemotherapy , leads invariably to disease recurrence and progression .	12635657_s1
8270	[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]	The organo-tin derivative triethyltin(IV)lupinylsulfide hydrochloride ( IST-FS 29 ) was identified and developed as potential antiproliferative agent in human cancer cell lines .	12635657_s2
8271	[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]	However , for its peculiar chemical structure and good lipophilicity , this compound also appeared an eligible candidate for the treatment of gliobastoma cells .	12635657_s3
8272	[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]	The present experiments were designed to explore the in vitro effects of IST-FS 29 on four human glioblastoma cell lines : A-172 , DBTRG.05MG , U-87MG and CAS-1 .	12635657_s4
8273	[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]	The average IC50 values were obtained by MTT assay and ranged between 3 and 10 microM .	12635657_s5
8274	[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]	Time-course assays with cell recovery after drug withdrawal , demonstrated marked cytotoxicity following exposure to IST-FS 29 for 8 , 24 and 72 h .	12635657_s6
8275	[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]	Cultures treated for 8 h were able to partially re-grow by 144 h ; on the contrary , longer times of exposure did not allow surviving cells to recover from the damage and actively proliferate .	12635657_s7
8277	[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]	The present results and our previous data , in vitro and in vivo , indicate the relevant cytotoxic activity of this organo-tin compound and suggest that IST-FS 29 might be a promising novel agent to be developed for the treatment of malignant brain neoplasms .	12635657_s9
8278	[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]	Sirtuin proteins regulate diverse cellular pathways that influence genomic stability , metabolism and ageing .	22722849_s0
8279	[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]	SIRT7 is a mammalian sirtuin whose biochemical activity , molecular targets and physiological functions have been unclear .	22722849_s1
8281	[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]	Genome-wide binding studies reveal that SIRT7 binds to promoters of a specific set of gene targets , where it deacetylates H3K18Ac and promotes transcriptional repression .	22722849_s3
8282	[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]	The spectrum of SIRT7 target genes is defined in part by its interaction with the cancer-associated E26 transformed specific ( ETS ) transcription factor ELK4 , and comprises numerous genes with links to tumour suppression .	22722849_s4
8283	[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]	Notably , selective hypoacetylation of H3K18Ac has been linked to oncogenic transformation , and in patients is associated with aggressive tumour phenotypes and poor prognosis .	22722849_s5
8284	[0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0]	We find that deacetylation of H3K18Ac by SIRT7 is necessary for maintaining essential features of human cancer cells , including anchorage-independent growth and escape from contact inhibition .	22722849_s6
8285	[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]	Moreover , SIRT7 is necessary for a global hypoacetylation of H3K18Ac associated with cellular transformation by the viral oncoprotein E1A .	22722849_s7
8287	[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]	Together , our work establishes SIRT7 as a highly selective H3K18Ac deacetylase and demonstrates a pivotal role for SIRT7 in chromatin regulation , cellular transformation programs and tumour formation in vivo .	22722849_s9
8289	[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]	General characteristics of gastric carcinomas and prognostic factors were studied .	12579213_s1
8290	[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]	According the Lauren classification , of the 94 cases of gastric carcinomas , 56 were intestinal type , 21 were diffuse type and 17 were mixed type carcinoma .	12579213_s2
8291	[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]	The association rates of Helicobacter pylori , chronic atrophic gastritis and intestinal metaplasia with gastric carcinomas were high .	12579213_s3
8292	[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]	There was strong immunorectivity with HSP70 in 62,5% of the intestinal type carcinomas .	12579213_s4
8293	[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]	This ratios were lower in diffuse and mixed type carcinomas ( p<0.05 ) .	12579213_s5
8294	[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]	The more tumor size and invasion depth increased , the more HSP70 immunoreactivity was obtained ( p<0.05 ) .	12579213_s6
8295	[1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]	HSP70 immunorectivity was considerably higher in the patients having lymph node metastasis and vascular invasion ( p<0.05 ) .	12579213_s7
8296	[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]	It was found that the NK cell number was low in the tumor but higher around the tumor in early gastric carcinomas , compared with advanced carcinomas ( p>0.05 ) .	12579213_s8
8297	[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]	In the tumors larger than 10 cm with vascular invasion , NK cell number was lower around the tumor ( p>0.05 ) .	12579213_s9
8298	[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]	Defining prognostic factors of gastric carcinomas is of importance to clinicians .	12579213_s10
8299	[1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0]	It is thought that HSP70 immunoreactivity , besides invasion depth , lymph node metastasis , vascular invasion , tumor size and inflammatory reaction against the tumor , is important in prognosis and associated with advanced stage .	12579213_s11
8300	[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]	Polycyclic aromatic hydrocarbons ( PAH ) such as dibenzo[a,l]pyrene ( DBP ) are wide-spread environmental pollutants most probably mutagenic and carcinogenic to humans .	20389043_s0
8301	[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]	Detailed data on the cytogenetic effects of anti-11,12-dihydroxy-13,14-epoxy-11,12,13,14-tetrahydrodibenzo[a,l]pyrene ( DBPDE ) in mammalian cells are not available in the literature .	20389043_s1
8302	[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]	The aim of this study is to elucidate the mechanisms involved in the induction of chromosomal aberrations and sister chromatid exchanges ( SCEs ) by DBPDE in mammalian cells .	20389043_s2
8304	[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]	The most sensitive cell lines for DBPDE-induced chromosome aberrations were EM9 and irs1SF , while EM9 and V3-3 cell lines were the most sensitive in terms of SCEs induction .	20389043_s4
8305	[0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0]	It can be suggested that the BER pathway plays an important role in the repair of lesions induced by DBPDE , affecting both chromosomal aberrations and SCEs induction .	20389043_s5
8308	[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]	In this study Human ovarian carcinoma cell line SKOV3 and multidrug-resistant phenotype SKVCR cells were used and the roles of autophagy in radiation-induced cell death were analyzed.Methods and materialsCell viability was examined by colony formation and cell counting kit-8 ( CCK-8 ) assay , 3MA and ZVAD were used to block autophagy and apoptosis , respectively .	23244773_s1
8309	[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]	Quantitative real-time PCR was used to detect mRNA level and Western blot was used to detect protein expression , monodansylcadaverine ( MDC ) staining and flow cytometery were used for autophagy , apoptosis and cell cycle dynamics , respectively .	23244773_s2
8310	[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]	RESULTS : ( 1 ) The radiosensitivity exhibited differently in SKOV3 and SKVCR cells ( SKOV3 : D0=3.37 , SKVCR : D0= 4.18 ) ; compared with SKOV3 the constitutive expression of MAPLC3 in SKVCR was higher , but no change of Caspase-3 and cleaved Caspase-3 .	23244773_s3
8311	[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0]	( 2 ) The ionizing radiation ( IR)- induced apoptosis and autophagy were significant in both cells ( P<0.05 ) ; inhibition of apoptosis with ZVAD showed no impact on survival of SKOV3 and SKVCR cells after radiation , while inhibition of autophagy significantly decreased viability in SKVCR cells , for SKVO3 cells only low level of radiation ( 2 Gy and 4 Gy ) could decrease the viability(P<0.05) .	23244773_s4
8312	[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0]	( 3 ) ZVAD inhibited apoptosis and autophagy in both cells , 3MA inhibit apoptosis in SKOV3 , and promote apoptosis in SKVCR , together with inhibition of autophagy .	23244773_s5
8313	[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0]	( 4 ) G2/M arrest was induced by radiation in both cells ; the accumulation of G2/M was more significant in SKOV3 , 3MA attenuated the radiation-induced S phase delay in SKVCR .	23244773_s6
8315	[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]	A tumor growth-dependent elevation in the hepatic levels of Zn and metallothionein ( MT ) , without a change in the level of Cu , was found in mice and rats bearing solid tumors in the inguinal region .	1472035_s0
8316	[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]	The levels of Zn and MT thus elevated gave a significant correlation ( r = 0.95 ) between them .	1472035_s1
8317	[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]	Nevertheless , when tumor-bearing mice and rats were fed a Zn-deficient diet , the hepatic levels of Zn and MT did not increase .	1472035_s2
